,Nflow,B,N
20,0.11052343750000002,10000,20
21,0.1072421875,10000,20
22,0.11708593750000001,10000,20
23,0.0975234375,10000,20
24,0.1153203125,10000,20
25,0.10589843750000003,10000,20
26,0.10744140625000001,10000,20
27,0.11273437500000001,10000,20
28,0.11679296875,10000,20
29,0.13392187500000002,10000,20
0,0.10051562500000003,15000,20
1,0.10330859375000001,15000,20
2,0.11238281250000003,15000,20
3,0.10848437500000002,15000,20
4,0.10794531250000002,15000,20
5,0.1057734375,15000,20
6,0.1173828125,15000,20
7,0.12747265625,15000,20
8,0.121265625,15000,20
9,0.101359375,15000,20
10,0.1103671875,15000,20
11,0.10923828125000001,15000,20
12,0.10970703125000003,15000,20
13,0.11915234375,15000,20
14,0.07917578125000002,15000,20
15,0.1273671875,15000,20
16,0.11397656250000002,15000,20
17,0.10926171875000001,15000,20
18,0.10482031250000001,15000,20
19,0.0764453125,15000,20
20,0.10709765625,15000,20
21,0.09070312500000002,15000,20
22,0.11273046875,15000,20
23,0.11290234375000001,15000,20
24,0.09650000000000002,15000,20
25,0.11223828125,15000,20
26,0.1108984375,15000,20
27,0.10998828125000001,15000,20
28,0.11008203125000002,15000,20
29,0.10776953125000001,15000,20
0,0.12342578124999999,20000,20
1,0.1543671875,20000,20
2,0.1194375,20000,20
3,0.143171875,20000,20
4,0.15279296875,20000,20
5,0.14803906249999998,20000,20
6,0.15300390625,20000,20
7,0.0955703125,20000,20
8,0.12217578125,20000,20
9,0.1540078125,20000,20
10,0.11019140625000001,20000,20
11,0.11396875000000001,20000,20
12,0.14595703125,20000,20
13,0.1369296875,20000,20
14,0.12005859375,20000,20
15,0.1160859375,20000,20
16,0.1569765625,20000,20
17,0.1205703125,20000,20
18,0.15417578125,20000,20
19,0.12103515625,20000,20
20,0.11558984375,20000,20
21,0.12530859375,20000,20
22,0.1555703125,20000,20
23,0.10162500000000001,20000,20
24,0.12788671875000002,20000,20
25,0.14479296875,20000,20
26,0.12012890625000001,20000,20
27,0.12137500000000001,20000,20
28,0.14572265625000003,20000,20
29,0.15758984375,20000,20
0,0.14775390625,30000,20
1,0.11901171875000001,30000,20
2,0.18294140625,30000,20
3,0.11364453125,30000,20
4,0.14365234375,30000,20
5,0.1231171875,30000,20
6,0.11992578125,30000,20
7,0.11982031250000001,30000,20
8,0.12375,30000,20
9,0.11792187500000001,30000,20
10,0.12885546875,30000,20
11,0.12878125,30000,20
12,0.12735937500000002,30000,20
13,0.1526796875,30000,20
14,0.122984375,30000,20
15,0.12487890625,30000,20
16,0.14117968749999998,30000,20
17,0.13978125,30000,20
18,0.10229296874999999,30000,20
19,0.13042187500000002,30000,20
20,0.11647656250000002,30000,20
21,0.12699218750000002,30000,20
22,0.1212578125,30000,20
23,0.11758984375,30000,20
24,0.12823828124999997,30000,20
25,0.12205468750000001,30000,20
26,0.1272578125,30000,20
27,0.12330078124999999,30000,20
28,0.12043359375000001,30000,20
29,0.1512421875,30000,20
